web-scraper-order,web-scraper-start-url,titl,imag-src,click,click-href,conte,revie,star,author
1749266830-22,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,左边的才是陈皮，右边的叫橘子皮,https://sns-webpic-qc.xhscdn.com/202506071125/b44ca8ea6cde731205052df15f5ec091/1000g0082o4llaquk806042rbnukgaa3h7fh1kcg!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/64a140e6000000002700183e?xsec_token=ABjtAIWSt0y16iDu-qs9QRlEhsJdg4md8yPtBS-uEp2Xg=&xsec_source=,"有姐妹私我说她是个寒湿体质，蕞近在喝陈皮茶，但是她觉得很燥，很上??。
我说，你把你喝的陈皮拍个照给我看看。
-
结果一看，这哪里是陈皮，分明是橘子皮嘛。
现在要买到真的陈皮很难，包括我去大yi院抓yao，配方里有陈皮的，抓出来的也是橘子皮。
-
陈皮之所以好，就重在一个“陈”字。经过多年自然晾晒的陈皮，剥离了原有过分的燥气，却保留了它本身理qi健月卑的作用。
月卑胃虚弱寒湿的妹子，适合饮用。但是橘子皮，太燥了，会伤阴血，不能天天喝。
-
所以怎么辨别尼？
1、	一眼看去，外皮颜色发橙色，这个肯定不是陈皮，陈皮是会带一点褐黑色的。
2、	这种外表就是橙色的还好辨别。第二种就是现在工艺比较先进，用高温烘烤的，做出来褐黑色的，看上去几乎难辨真假。
-
教大家两个小技巧，首先看内囊。老陈皮，内囊不会特别黑（图2） ，还可以看到明显地橘络。而高温烘烤的橘子皮，内囊黑黝黝，橘络像被磨平了一样。
-
其次看油室（图3），油室你可以理解为毛孔。打灯以后，老陈皮可以看到很明显的毛孔。而高温烘干的橘子皮，几乎没有毛孔，因为加工过程中破坏了本身的油室。
-
我之前有幸去过广东江门新会，从老农民那里淘到了好的陈皮。后来网上买了几次，却都是橘子皮高温烘干的。
没办法，就开始自制了，姐妹们没事也可以自己在阳台晒。
保存个十年八年的也是一笔不小的财富。
-
PS：陈皮是食物也是yao，在中.医上来讲，单个yao是不建议一直喝的，一定要懂得搭配、配伍。如果姐妹们有气血虚的，更不能一直喝，陈皮会理qi，但也会耗气伤阴。任何东西都有两面性，把着一个东西使劲儿喝就不对了。
#陈皮 #橘子皮?? #新会陈皮 #陈皮知识 #正宗新会陈皮 #健康养生 #养生茶 #养生日常","[{""revie"":""走走Crystal作者8【长按复制这条邀请码消息，打开小红书即可加入该群】 11月30日前可加入群聊\""走走的养生小圈\"" :/#v????????????????????????置顶评论2023-11-02赞回复""},{""revie"":""momo陈皮就是橘皮，陈就是经历过时间的转化，仔细看看，百度百科，大家不要人云亦云，而是自己通过学习掌握知识2023-07-246616走走Crystal作者难道这里讲的不就是经过时间转化的“陈”和没有时间转化的“橘”的区别吗2023-07-2419回复展开 15 条回复""},{""revie"":""~蔡沁妤�哑�血虚的，生产完肚子大回不去的搭配什么和陈皮一起喝2023-07-1239走走Crystal作者看看舌苔两侧有没有齿痕 舌苔腻不腻 脾胃通的情况下 可以和补气血的一起搭配2023-07-121回复展开 8 条回复""},{""revie"":""少一点心柿??可以帮我看看吗2023-10-25赞4走走Crystal作者这个不是陈皮哦2023-10-25赞回复展开 3 条回复""},{""revie"":""??请问下，陈皮就是用橘子皮晒的吗，分品种吗？完全晒干就密封保存起来就好了吗2023-07-19赞4走走Crystal作者川红橘更好 晒透了以后密封罐装起来就好 以后每年夏天可以拿出来晒一晒2023-07-192回复展开 3 条回复""},{""revie"":""月下独酌喝了那么多橘子皮现在才让我刷到、怪不得人愈来愈虚。我还以为黑乎乎的那个陈皮比较燥热，那个看起来新鲜的比较温和一些2023-07-0452走走Crystal作者新的蕞燥，陈的温和，不能喝了，伤阴很严重2023-07-052回复展开 1 条回复""},{""revie"":""长安某麻烦看下我这是真的假的2023-07-0222走走Crystal作者要看内囊，还有打光拍个照片 私发我2023-07-021回复展开 1 条回复""},{""revie"":""走走Crystal作者这个小姐姐主页分享了好多养生干货！尤其是气血虚，体寒的姐妹快来看看呀2023-07-07赞2萝卜干橘子皮也是陈皮，中国药典里面陈皮有两个来源2023-07-136回复展开 1 条回复""},{""revie"":""网约车女司机小肚腩肚子大，可以搭配什么2024-01-09赞2走走Crystal作者陈皮配赤小豆薏米2024-01-10赞回复展开 1 条回复""},{""revie"":""庭想去苹果花园的一天正常可以喝吗2023-08-14赞2走走Crystal作者可以偶尔 不要天天喝2023-08-14赞回复展开 1 条回复""}]",488,走走Crystal
1749266840-24,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,第十期 · 每天认识一味中草药 | 陈皮,https://sns-webpic-qc.xhscdn.com/202506071125/9cc525fb50ef2bee7c8a3a8655374a2a/spectrum/1040g0k030q9gkuuq7c005p92avo8ssmhk2meqbo!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/652ce814000000001f006f66?xsec_token=ABXywIiEsTzf75015w6_J1E_6tvrxycUj6qorWZDYvTes=&xsec_source=,"??陈皮气香，味苦，性温，归肺脾经，主要功效是理气健脾、燥湿化痰。可以用于缓解腹胀，食欲不振，咳嗽，痰多等症，适用于脾胃虚弱和痰湿较盛的人群。?
??别名：又称橘皮
??性味归经：苦、辛、温，归脾、胃、肺经。?
??功效：
【1】健脾理气：陈皮有温中健脾的作用，能够帮助消化、改善食欲不振和脾胃虚弱等问题。?
【2】 理气消食：陈皮具有行气消食的功效，能够缓解胃脘胀满、食欲不振等症状。?
【3】祛痰止咳：陈皮还有祛痰止咳的作用，对于咳嗽、痰多等症状有良好的疗效。?
?????
【1】孕妇禁用???????
【2】内热气虚、燥咳，出现咳血的时候，也应该忌用陈皮，因为陈皮燥性比较强，不能用于燥热的咳嗽。?
【3】陈皮药性是温的，而且具有一定的燥性，因此陈皮泡水有实热证的病人慎用
(出现舌头红、唾液少、口干、咽干、口干等病症的病人，就是有实热者，应该慎用)?
???
??【如何挑选陈皮】??
??外观：-般十年以上的陈皮,内囊开始有浮松脱落情况(大红皮早于青皮脱落)，呈立体感,这属于正常的现象。出现内囊不但没有脱落迹象,反而是更显光滑紧致的原因,多为泡水/人为加快陈化湿仓保存后再烘干所致。这跟泡水后晒干的纸皮变结实是一个道理。 而且颜色太黑，这也是不正常的。?
??产地：选陈皮首先要先从产地开始，选择正宗的新会陈皮，外地皮价格便宜, 但功效全无。再由气味分辨，因为随着年份的增长,新会陈皮挥发油成分的含量在3年内随着时间增长而增长，还会出现一些新的成分，气味也由青涩的果香味演变为陈皮特有的陈香味，用在做汤.上香气更为明显;陈皮具有三种气味(香、陈、醇)。?
想了解不同体质用什么搭配陈皮，可以在下方评论留言，我会给你解答。
??秋季润燥茶| 菊花陈皮茶
?秋季气候干燥，容易口鼻干燥、皮肤干燥，此季节喝茶以补肺润燥为宜，可经常泡些和中开胃、润燥去火的茶代水。??
??用料
陈皮? ? ? ? ?2/3个
菊花? ? ? ? ? ? 6克
冰糖? ? ? ? ? ? 5克
清水? ? ?1升左右
?菊花和陈皮冲洗干净，陈皮可切丝或整一块
?放入养生壶茶隔内
?选花草茶模式煮至沸腾后加入冰糖焖10分钟
#养生日常??#中草药??#全民学中药??#陈皮??#新会陈皮??#健脾祛湿??#健脾养胃??#脾胃??#每天认识一味中药材??#养生茶??#中医养生??#干了这杯养生茶??#滋补养生??#食疗养生??#养生女孩??#秋季养生","[{""revie"":""笑着面对每一天??家里面的陈皮，没有添加任何防腐剂，谁要2024-06-24913??我2024-07-241回复展开 12 条回复""},{""revie"":""WKY5岁日常调脾胃的话 搭配什么一起喝比较好？ 有过盗汗和便秘的情况2023-10-2882食宝养生作者小孩子的话，建议去医院，剂量掌握不好的话，可能会起反效果2023-10-284回复展开 1 条回复""},{""revie"":""洁胆囊息肉可以喝陈皮吗？2023-10-2632食宝养生作者治病的话，要去医院开方子哦2023-10-284回复展开 1 条回复""},{""revie"":""乐悠帮我看看这是真的陈皮吗2024-06-0316Lychee假的2024-06-043回复展开 5 条回复""},{""revie"":""Elaine今天在中药市场买的，不知道怎么样，反正味道很香2024-12-22赞51111111看图是湿皮2024-12-242回复展开 4 条回复""},{""revie"":""窜天猴儿痰热的人适合吗2023-10-2821食宝养生作者可以配菊花2023-10-303回复""},{""revie"":""奶糖??帮我看看这个成色怎么样2024-10-3013?? 鱼不怎么样，假的2024-12-021回复展开 2 条回复""},{""revie"":""俪娟（大成拳站桩）这个是不是十年，新会？2024-06-18赞2俪娟（大成拳站桩）2024-06-18赞回复展开 1 条回复""},{""revie"":""波爸陈皮一次用量多少克2024-05-2221A led Hison一片直接煮水喝就好了 要看陈皮好不好2024-07-132回复""},{""revie"":""贝贝可以帮我看看这个陈皮怎么样吗02-27赞1贝贝02-27赞回复""}]",1239,食宝养生
1749266849-26,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,越买越多的陈皮,https://sns-webpic-qc.xhscdn.com/202506071125/adde4ad81feaa23dfbb36d353f45547a/1040g00831bh244jfgu00401p3f066950fts7bso!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/6761a90c000000000b021f70?xsec_token=AB9AVTzn_kNKWvDupNwViGPFWCePA30QXnyDbMpJi8hSQ=&xsec_source=,"新皮从200一斤买到1200一斤
期待转化
#陈皮","[{""revie"":""??薯条加大加加大作者江门本地人，真皮假皮分得清。200的我能欣赏，1200的我也觉得有她的价值，不欢迎拉踩置顶评论2024-12-1888小玲子欣赏你！我觉得其实可以买不同的产区，品种自己对比的。2024-12-21赞回复展开 7 条回复""},{""revie"":""一只鲜橙??1200一斤的是什么品种我买的东甲水也就4702024-12-18219麦冬的分享梅江塞口2024-12-18赞回复展开 18 条回复""},{""revie"":""晓熙熙~请问这个是真的嘛，3年陈2024-12-28赞9??薯条加大加加大作者看起来觉得挺好，喝一下不苦不涩不酸就行记得煮完第一遍倒掉2024-12-28赞回复展开 8 条回复""},{""revie"":""momo麻烦可以看看是新会陈皮吗，2019年天马冬后01-08赞8??薯条加大加加大作者内囊好像不太对劲的样子01-08赞回复展开 7 条回复""},{""revie"":""六月怎么保存呢2024-12-18赞8??薯条加大加加大作者保持干燥，潮湿天密封，北风天多通风，软了就晒一下2024-12-18赞回复展开 7 条回复""},{""revie"":""紫色葡萄200左右的可以推荐一下店铺吗姐妹2024-12-29赞7??薯条加大加加大作者自己摘的没店铺三百多的有店铺2024-12-29赞回复展开 6 条回复""},{""revie"":""好好造园人请问图一金属桶装的是多少一桶01-07赞6??薯条加大加加大作者有大小桶的01-07赞回复展开 5 条回复""},{""revie"":""ling咩～东甲的皮我觉得胜过梅江，很推荐你去喝下东甲的2024-12-1814??薯条加大加加大作者东甲皮我也有的，家里人有自己存的十年东甲皮，现在尝尝别的地方的2024-12-18赞回复展开 3 条回复""},{""revie"":""momo慕了慕了，我现在还处在几百一斤的阶段不会买，也不懂看，买贵的怕被坑，斤价几百的存坏了也不心疼2024-12-1814??薯条加大加加大作者打理很麻烦，可以先试一年明年再多买2024-12-18赞回复展开 3 条回复""},{""revie"":""Abby第三年的大红皮长虫了，十分奔溃2024-12-23赞3??薯条加大加加大作者要多检查，大红皮好难存，要精心伺候2024-12-23赞回复展开 2 条回复""}]",57,??薯条加大加加大
1749266859-28,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,新会陈皮：从采收到陈化的核心工艺,https://sns-webpic-qc.xhscdn.com/202506071125/4cfbe7a4bd88ec1ce165f778f5d08e7d/notes_pre_post/1040g3k031hb6cqnf3a5g5pvkd6hj9elo991a53g!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/682086f7000000002301f240?xsec_token=ABZjHfPfzXwwthz7S4hqswK9z-1oxEA3WzU5GDlfnyQ7o=&xsec_source=,"??陈皮制作遵循自然陈化之道，以传统工艺打造出独特风味与功效，其核心流程如下：
- 1?? 取皮脱水：运用“两刀三瓣”技法，精准将柑皮从果肉上剥离，随后将柑皮静置4-5小时。在这一过程中，柑皮自然脱水，逐渐萎缩，为后续处理奠定基础。
- 2???翻面晾晒：手工将柑皮翻转，使白色内表面朝上，放置于干燥、通风且阳光充足的场地，让其自然风干。此步骤充分借助阳光的力量，保留柑皮天然的成分与香气。
- 3??仓储陈化：将风干后的柑皮装入麻袋、草袋等透气性良好的包装，置于干燥仓库保存。尤其在梅雨季节，需加强防潮措施，防止受潮霉变。正宗陈皮需历经至少三年自然陈化，方可成其风味与价值，不可急于求成。#陈皮 #新会陈皮 #新会陈皮科普 #陈皮制作 #陈皮制作过程 #陈皮知识 #爱如陈皮愈久愈珍 #手工制茶人 #记录吧就现在","[{""revie"":""Risk05-21山东赞回复""},{""revie"":""双体系-悦昇三部学到啦05-21重庆赞回复""},{""revie"":""烂梗dd05-20广东赞回复""},{""revie"":""知心姨的碎碎念念好东西05-18广东赞回复""},{""revie"":""小心（手帐版）05-18江西赞回复""},{""revie"":""??酷帕麻麻的日记(装修中)11105-15广东赞回复""},{""revie"":""跃丰阁看着很不错哦05-15河北赞回复""},{""revie"":""三三什么时候暴富dd05-15山西赞回复""},{""revie"":""杜杜不错嘛05-15上海赞回复""},{""revie"":""可妮熊s05-15云南赞回复""}]",85,陈皮老农
1749266883-33,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,新会陈皮,https://sns-webpic-qc.xhscdn.com/202506071125/302fdb6bc705370f269725fe98766afa/1040g00830sqkrm96k2005nb9uau09811df4pqq0!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/657ff4b4000000003a00d9ce?xsec_token=ABoncTpCH_MzSs_Rl40w9ZD7LGIvtsfaZz6CzgGrUpK08=&xsec_source=,"陈皮【chen pi】
别名：橘皮，陈橘皮，广陈皮，新会皮
英文名: Citri Reticulatae Pericarpium
主要功效：理气健脾，燥湿化痰。
新会陈皮，广东省江门市新会区特产，中国国家地理标志产品。
新会陈皮柑（茶枝柑）最神奇之处，在于“长皮不长肉、皮甜肉不甜”。自古就“精华在皮”、“皮贵肉贱”。两宋以来，新会人即“种柑取皮”。果皮甘甜醇香，“果肉干涩，不堪食之”。清代大医师叶天士所开的药方“二陈汤”，特别写明“新会皮”。新会陈皮具有很高的药用价值，又是传统的香料和调味佳品，所以向来享有盛誉，早在宋代就已成为南北贸易的“广货”之一，行销全国和南洋、美洲等地区。
#茶饮 #新会陈皮 #正宗新会陈皮 #茶知识 #新会陈皮科普 #陈皮 #养生#药食同源 #陈皮功效#小红书成长笔记","[{""revie"":""clouolc您好！图可以借用吗？非商用02-15赞2茶小仚作者可以02-15赞回复展开 1 条回复""},{""revie"":""流先生小浩（茴主页大号）这不是橘子皮吗？2023-12-19赞1茶小仚作者新会陈皮2023-12-191回复""},{""revie"":""茶小仚作者根据自己的情况适量饮用2023-12-181回复""},{""revie"":""Souling情歌?@中榕新会?2024-10-18赞回复""}]",180,茶小仚
1749266898-36,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,橘子皮和陈皮，你会区别吗,https://sns-webpic-qc.xhscdn.com/202506071125/8fcf3268e61d3523244e52af35548a8b/1040g2sg3199ruirhku705pmpijn7e33rebf44dg!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/6718c23e000000001600d545?xsec_token=ABBtX5C416qyUHGgGIaUaUlxzPYB3h1mlBhh2KlXj-qLo=&xsec_source=,#新会陈皮 #真假辨别 #陈皮 #干货分享,"[{""revie"":""雨过天晴（达）05-17四川赞3晴儿科普作者橘子皮05-17广东赞回复展开 2 条回复""},{""revie"":""麦乐鸡老师能帮我看看我这个对不对吗？02-15赞1晴儿科普作者同学，这几片明显不是陈皮，从皮质，颜色，都是明显的水果皮染色做旧，他是标什么年份02-151回复""},{""revie"":""雨过天晴（达）老师，帮忙看看，我这些有陈皮吗05-17四川赞回复""}]",47,晴儿科普
1749266903-37,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,陈皮的真实年份怎么判定？教你快速分辨??,https://sns-webpic-qc.xhscdn.com/202506071125/8926e256b84e983da165d766ba0b466b/1040g2sg30s64nrq3io004bcbla47iiavf7jt188!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/656af5c7000000003c013c94?xsec_token=ABHyklNxi2XQwjRSSCFLA21b8Z-mv_GnqD3Fml1KxNHH8=&xsec_source=,"新会陈皮历史有数千年之久，在民间素有一年新、三年陈、六年和、九年药的说法，不同年份的陈皮不仅在气味 、香气和回甘都有差异，那么不同年份的陈皮有什么区别呢？
【3年皮】
√皮质厚实呈猪须纹，内囊淡黄色，带刺鼻香气，茶汤有果酸香甜味，适合做菜品；
【5年皮】
√皮质偏厚，内囊呈浮松的浅黄色，茶色青黄，适合消化能力弱的人群；
【15年皮】
√皮质轻薄，内囊脱落呈土灰色，茶色呈黄红色，清香扑鼻，醒神怡人，是泡茶饮的佳品；
【20年皮】
√皮质轻薄易碎、多有虫眼，内囊风化剥落，茶汤色如琥珀，陈香醇厚，有老药材的味道，更为平和，梳理气机 ，适合药用；
#陈皮年份#陈皮区别#新会陈皮#陈皮知识#养生 #中医养生 #陈皮功效#新会陈皮科普","[{""revie"":""迷失香这是不是工艺皮2023-12-09414兰兮Lancy作者是2023-12-091回复展开 13 条回复""},{""revie"":""ly大家可以帮我看看么，说是新宝堂 15年品种大红皮，泡的水不是很黄，不知是不是放少了，我只丢了一瓣2024-11-02赞8ly2024-11-021回复展开 7 条回复""},{""revie"":""天然藤艺请问我这个是什么陈皮01-08赞5天然藤艺回复 柑源美新会陈皮 : 啊，那能吃吗02-15赞回复展开 4 条回复""},{""revie"":""淡淡的月光可以帮忙看看吗？2024-11-10赞5淡淡的月光2024-11-10赞回复展开 4 条回复""},{""revie"":""K_0802_Y商家非说这是五年的01-18赞4陈皮Vicky02-23赞回复展开 3 条回复""},{""revie"":""隔壁刘哥哥2024-10-31赞3隔壁刘哥哥2024-10-31赞回复展开 2 条回复""},{""revie"":""季三岁是小趴菜博主 博主这皮咋样呀2024-04-0922懒是一种情绪感觉跟我的好像是东甲嘛2024-04-13赞回复展开 1 条回复""},{""revie"":""YUKI这个是工艺皮吧，号称20年，苦是苦的了01-10赞2?小妞假01-11赞回复展开 1 条回复""},{""revie"":""ManTang可以幫忙看看嗎？香港買的2024-11-19赞2ManTang2024-11-19赞回复展开 1 条回复""},{""revie"":""alisa老师，帮忙看看这个，说是15年的新会东甲，是嘛2024-11-02赞2alisa2024-11-021回复展开 1 条回复""}]",371,兰兮Lancy
1749266913-38,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,如何辨别陈皮！！陈皮小白进来！,https://sns-webpic-qc.xhscdn.com/202506071125/fe3940e9af52a324036df5993c6a32ff/1040g00830rnkhr1m2g6g5oivgcqk1vk8tiosak8!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/655c1b6d000000001b03488f?xsec_token=ABzahZaYBdphczN1dXHBsXMWj3P9yqRw0efSFroxawAFo=&xsec_source=,"我喝陈皮也有三年了，跟大部分人差不多刚开始买陈皮直接去超市买了，还有去菜市场买，煮出来的水都是苦的，那时候不懂还觉得是正常现象，宽慰自己说虽然不好喝但是可以养生。在小红书刷到教如何辨别陈皮，才知道这种叫工艺皮。后来又去另外几家超市买菜的时候都去看了下，基本上都是外表黑黑的而且很多都是碎的
.
以下是个人见解，供大家参考：
?不要买超市的陈皮，超市的陈皮大多数都是橘子皮晒的要么就是纯纯工艺皮，去摸一下超市那些陈皮就知道了，特别薄，而且有些皮黑黑的内囊脉络都看不清。
?买陈皮不要想着便宜是好事，贪便宜你就中圈套了，拼夕夕几十块钱一斤的五年陈皮那种，千万不要信，先撇开陈皮的晾晒采摘陈本不说，年份越高的陈皮越不便宜。
?如果想花少钱买到好陈皮，先学会陈皮辨别陈皮或者找那种可以试喝的，可以先领个试喝装，喜欢再买。毕竟谁的钱也不是大风刮来的
所以喜欢陈皮的姐妹们还是要学会辨别哦！
#不懂就问有问必答 #鉴别陈皮 #新会陈皮 #辨别陈皮 #陈皮 #养生 #干了这杯养生茶","[{""revie"":""娇娇呀～作者@书一干仓陈皮置顶评论2024-03-06赞1娇娇呀～作者我喝的陈皮是这家的2024-03-061回复""},{""revie"":""陶不咖啡小助理你好，我这个是真的吗，买的五年，谢谢2024-05-10赞7娇娇呀～作者这样看还是不错的，你拿出来拍看看2024-05-10赞回复展开 6 条回复""},{""revie"":""常言笑帮忙看看，谢谢2024-03-30赞6娇娇呀～作者你这个看起来有点工艺，喝起来会苦吗2024-03-30赞回复展开 5 条回复""},{""revie"":""mmmeee能帮忙看看吗？说是12年的01-07赞2娇娇呀～作者看着油包不错 但不太像12年的01-07赞回复展开 1 条回复""},{""revie"":""森这种可以吗2024-08-02赞2娇娇呀～作者看着不错2024-08-02赞回复展开 1 条回复""},{""revie"":""星期八为什么我的喝起来有微微苦.大红皮.2024-02-29赞2娇娇呀～作者会不会放的有点多2024-03-01赞回复展开 1 条回复""},{""revie"":""簡陈皮发个链接呗2023-11-27赞2娇娇呀～作者2024-02-031回复展开 1 条回复""},{""revie"":""momo可以帮我看一下嘛谢谢2024-05-08赞4momo2024-05-08赞回复展开 3 条回复""},{""revie"":""小红薯6792582B好多人不懂的就会去超市买新会陈皮2023-11-2111娇娇呀～作者尤其是超市散装 不要去买！2023-11-21赞回复""},{""revie"":""想一下叫什么名字好呢？宝子，发一下链接呗2024-03-29赞1娇娇呀～作者2024-03-30赞回复""}]",79,娇娇呀～
1749266960-43,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,一看就会！不同年份陈皮的鉴别,https://sns-webpic-qc.xhscdn.com/202506071125/4ae20ceacb44292ffb03b356dc56b3ed/1040g00831h13ibtrja5g5n1ircghe3lsjc5l1s8!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/6815ee8c00000000230103a5?xsec_token=ABjl57McJH2hkvCedyUpmkj8js1nXBFppJGj0i9b3zU_w=&xsec_source=,"宝子们，是不是在买新会陈皮时，总被年份绕得晕头转向？别愁！今天就来分享一个超实用的鉴别小技巧，让你轻松看透不同年份陈皮的“真面目”，再也不怕踩坑啦～
	
我特意整理了一张对比图??，直观呈现5年、8年、10年、15年新会陈皮的外观差异！从内囊颜色变化、不同气味到质感触感，3大维度帮你快速get鉴别要点?
一看就懂的实用指南，新手也能秒变“鉴皮小能手”～
	
以下是五年、八年、十年、十五年新会陈皮的简要分辨要点：
	
??五年陈皮#5年陈皮
	
- 颜色：外皮浅棕色，内囊泛黄带白，轻微脱落。
	
- 香气：柑香为主，略带甘香。
	
- 质感：皮身较干燥，轻微蜷缩。
	
??八年陈皮#8年陈皮
	
- 颜色：外皮深棕偏褐，内囊泛黄明显，脱落增多。
	
- 香气：柑香减弱，陈香渐显，带淡淡药香。
	
- 质感：皮身更轻，纹理清晰，略脆。
	
??十年陈皮#10年陈皮
	
- 颜色：外皮棕褐色，内囊棕黄至浅红，脱落明显。
	
- 香气：陈香浓郁，药香突出，无鲜果味。
	
- 质感：皮质轻脆，油室通透，蜷曲明显。
	
??十五年陈皮#15年陈皮
	
- 颜色：外皮深褐近黑色，内囊呈土灰色，大面积脱落。
	
- 香气：陈香醇厚，药香/木香显著，无杂味。
	
- 质感：皮轻如纸，易碎，油室干瘪，自然风化痕迹明显。
	
??核心区别：随年份增加，颜色越深、内囊脱落越多、香气越偏陈香/药香，皮质越轻脆干燥。#陈皮 #新会陈皮 #滋补养生 #爱如陈皮愈久愈珍 #陈皮科普 #陈皮知识","[{""revie"":""东京小丸子我这是正宗15年新会陈皮么05-17江苏赞1柑来陈好事（柑小铺）作者私你了05-17广东赞回复""},{""revie"":""爱吃麦麦脆汁鸡老师帮忙看看这个是不是正宗新会10年陈皮05-04赞1柑来陈好事（柑小铺）作者私你了05-05赞回复""}]",20,柑来陈好事（柑小铺）
1749267008-47,https://www.xiaohongshu.com/search_result?keyword=%25E5%2581%2587%25E9%2599%2588%25E7%259A%25AE&source=unknown,盒马的陈皮能不能买？,https://sns-webpic-qc.xhscdn.com/202506071125/0384ac8b206e2092bd97f54c7737a311/1040g008315mv48f20m605pjl4aogu7n6a0kksd8!nc_n_webp_mw_1,,https://www.xiaohongshu.com/search_result/66a319b7000000002701053d?xsec_token=ABh_vneApn0BRbXT9WkCzf78a6U9ThJycHmx0pQmyKp0E=&xsec_source=,玩了六年的陈皮，也算是个老玩家了，今天去盒??马溜达买菜，看到这个，血压都上来了，到底是他家采购不懂还是把消费者当小傻瓜呀#陈皮 #陈皮白茶 #盒马 #陈皮知识#养生 #泡水,"[{""revie"":""被嗦过的芒果核作者宝子们，如果大家有买了陈皮不知道如何辨别真假的，可以找我测评一下置顶评论2024-12-11612本觉亲 为何觉得陈皮有一股机油味道呢   就是淡淡的  掺杂在里面 是久了会出油脂的那种味道吗2024-12-211回复展开 11 条回复""},{""revie"":""momo吧（出熊工艺皮 在广东这边 很便宜的2024-08-0380774用户已注销能不能推荐下广东人哪里买皮2024-08-05165回复展开 73 条回复""},{""revie"":""三十是个耶我们北方人肯定不懂这个。我有的时候还专门去盒马买 2024-08-0411817被嗦过的芒果核作者我也喜欢去盒马，但是看到这个皮以后真的很失望2024-08-0953回复展开 16 条回复""},{""revie"":""黄胖墩??家里自晒十年的和6年的，还有挺多5年左右的最近晒的我皮都脱了，我感觉啊，陈皮贵是在于时间的沉淀回陈，和这些年每年拿出来复晒的过程，不是我爸老拿去招待客人喝了，我都不舍得喝一点，我妈更过分，喜欢拿10年的去做菜2024-08-0913869momo请问需要每年打开晒吗？2024-08-0918回复展开 68 条回复""},{""revie"":""奈斯??都是被炒的，这玩意，制作工艺简单量又大2024-08-1110732不知名奇魔我也疑惑：这玩意儿卖的这么贵，扩大产能很难吗？2024-08-11146回复展开 31 条回复""},{""revie"":""小??我这个呢2024-11-15赞6被嗦过的芒果核作者丝我看一下内囊2024-12-17赞回复展开 5 条回复""},{""revie"":""Tantan0-我这个是不是明显工艺皮了2024-08-23赞12momomomo????我感觉不真2024-08-244回复展开 11 条回复""},{""revie"":""皓宇真假03-02赞5被嗦过的芒果核作者能不能拍干皮03-03赞回复展开 4 条回复""},{""revie"":""呆呆兽这种是真的吗？2024-10-19赞6呆呆兽2024-10-19赞回复展开 5 条回复""},{""revie"":""Raincoli我家的十九年梅江皮~自己晒的，本地人家家户户都不要出去买陈皮，家里总有一点自己的陈皮。2024-09-2325荔枝兔??姐姐分享怎么晒呀2024-09-241回复展开 4 条回复""}]",1237,被嗦过的芒果核
