web-scraper-order,web-scraper-start-url,titl,imag-src,click,click-href,conte,revie,star,author
"1749106858-23","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","喜茶江门限定芝芝柑普茶","https://sns-webpic-qc.xhscdn.com/202506051459/edfd7ea64e60a1f2a91dc3ec054cb674/notes_pre_post/1040g3k031hb5uai33i6g5nmnq6jg8ubl79mqcfg!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/68203f1c000000002100ae40?xsec_token=ABZjHfPfzXwwthz7S4hqswK6CTHVT9zr2sadnRs4R_lAo=&xsec_source=","本江门土著直到现在才打卡喜茶创始店#人气奶茶店 #三点几咧饮茶先 #喜茶#芝芝柑普茶 #江门","[{""revie"":""两名男子街头相遇以前江门每个店都有   喝到ve    现在居然一个店05-11重庆赞回复""},{""revie"":""透明的猪土著人好就好在不用等几百杯05-11广东赞回复""}]","赞","逸枫"
"1749106864-24","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","喜茶芝芝柑普5.13全国上新","https://sns-webpic-qc.xhscdn.com/202506051459/e53415dece53968c505d219de6a4d330/1040g2sg31h2g8vljjoj049gtl41q4r896qt6tag!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/68175d10000000002100e865?xsec_token=ABHbpn2gAqYLsCxgmzYF1PcfEyw3lFId1Uc5IFKW04JK0=&xsec_source=","真的假的？
蹲一个
有喜茶人脉吗？
#喜茶
#喜茶新品
#芝芝柑普","[{""revie"":""法式草莓蛋糕🍓🍰作者喜茶江边里芝芝柑普5.13买一送一置顶评论05-11广东赞回复""},{""revie"":""取悦真的 喜茶员工已经收到钉钉通知05-09广东赞7法式草莓蛋糕🍓🍰作者开心喝05-09广东赞回复展开 6 条回复""},{""revie"":""momo糯糯芝芝柑普，得多绝啊05-0426法式草莓蛋糕🍓🍰作者有糯糯吗？不知道，没喝过05-041回复展开 5 条回复""},{""revie"":""🥨有买一送一吗哈哈哈哈05-0414法式草莓蛋糕🍓🍰作者我也希望有买一送一，但估计没有🈚05-04赞回复展开 3 条回复""},{""revie"":""职业饕餮江门已经上了05-04赞3法式草莓蛋糕🍓🍰作者江门限定，我们这边没喝过05-04赞回复展开 2 条回复""},{""revie"":""法式草莓蛋糕🍓🍰作者听说喜茶5.13芝芝柑普买一送一，蹲个官宣05-10广东21乌龟电车是的05-13天津赞回复""},{""revie"":""咖啡脑袋05-05赞1法式草莓蛋糕🍓🍰作者羡慕嫉妒恨你们都喝过05-061回复""},{""revie"":""法式草莓蛋糕🍓🍰作者大家喝了吗？05-13广东赞回复""},{""revie"":""zy💐喝过的说哈好喝嘛啥味道05-05赞1江姜好喝05-05赞回复""},{""revie"":""黄鑫泽真05-04赞回复""}]","27","法式草莓蛋糕🍓🍰"
"1749106869-25","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","喜茶✖️江边里🍊🍵","https://sns-webpic-qc.xhscdn.com/202506051459/21609daf4b4e2ab0c09abc6d066f6491/1040g00831he8ht6h3u1g5oucvespi117spb8u28!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/6823674a000000001101fb24?xsec_token=ABH4orzxWzd4tQTEcjNJ3x5Blp9Hvv9XvVzJU5gtBr5Xw=&xsec_source=","芝芝柑普全国上线开始🫧
早上十点准时在小🍊序点的单💁‍♂️
想着点个茶酥来碰碰运气，结果一试就中了✌️
然后中午就急忙从顺德坐地铁到佛山的门店拿了
#喜茶 #芝芝柑普茶 #喜茶江门限定 #一起嚯奶茶
#三点几咧饮茶先 #茶饮新体验","[{""revie"":""Jackie Tantakuei作者定位应该是是岭南天地的中式灵感店而不是茶坊 但是找不到就先用着这个了✔️05-13广东赞回复""},{""revie"":""虾仁不眨眼w日语搭子dd呀05-14山西赞回复""},{""revie"":""青稚好运气05-14浙江赞回复""}]","9","Jackie Tantakuei"
"1749106875-26","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","阿喜，我来看你的过往了😝","https://sns-webpic-qc.xhscdn.com/202506051459/173747e3f42e00ba2e2be95cd6b1dc15/1040g2sg315qt0rh91e004bd8hi5aevm1f6r8bfg!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/66a7210b000000000600d444?xsec_token=ABtcT7VjDaUo_ZndpPAgEGHXo_cXreoCgNBYQm0US4vgg=&xsec_source=","喜欢喝喜茶的话去江门还是得打卡
搜喜茶创始店就可以了
特别喜欢创始店限定
芝芝柑普
很醇香的普洱红茶味
上面是芝士是咸芝士
羡慕那边的人天天都能喝到这款
#探店打卡 #喜茶 #喜茶创始店 #芝芝柑普轻乳茶","[]","7","苏打拌饭"
"1749106879-27","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","芝芝咸酪藏茶好喝！","https://sns-webpic-qc.xhscdn.com/202506051459/e1f2d391a3b16a9a5694e6369ac41908/1040g00831i3quvg9nc2g5n7ucre5ine9n6bsh3g!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/68397edd000000002002a0bc?xsec_token=ABRJkm_uSFj7SEkHsOO5bhzt2ttfFdJOM9T6MDMtj7V5Y=&xsec_source=","#吃了甜食会开心
芝士咸酪和芝芝柑普 少冰 不另外加糖[赞R]
1️⃣芝士咸酪藏茶 咸奶油很奶 比之前的耗牛的要好喝
最上层撒了炒米藏茶的奶盖和下面茶底都有明显咸味，混合后整体口味浓郁厚重，炒米香气十足。[吧唧R]
喜欢咸奶茶的冲！[派对R]
2️⃣芝芝柑普 有陈皮味很特别 最上面一层奶盖撒上一些陈皮粉，不喜欢陈皮的可以去掉，奶盖好喝 奶味足
我感觉两款感觉都挺好喝的奶味足 咸香咸香的[赞R][赞R]
#奶茶测评 #喜茶新品 #芝士 #芝士咸酪藏茶 #芝芝柑普茶 #喜茶","[]","2","好好吃饭"
"1749106894-28","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","喜茶我恨你","https://sns-webpic-qc.xhscdn.com/202506051459/68fb14a87c194664ac8c5c47a4a4d45d/notes_pre_post/1040g3k031hee664b3q6g4aom252b2sh1974pdko!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/682395de000000000303892a?xsec_token=ABH4orzxWzd4tQTEcjNJ3x5HFsHqCHWYhoLANbOxI6wiM=&xsec_source=","芝芝柑普你可真牛，茶多酚多少级？褪黑素都失效了，明天还工作，酝酿三小时都不行#喝了睡不着 #芝芝柑普茶 #喝不了一点","[{""revie"":""🍊还有人吗05-14云南13Itsmttbr105-14广西1回复展开 2 条回复""},{""revie"":""海栗猫太牛了真是05-14山东赞1海栗猫根本睡不着啊05-14山东赞回复""},{""revie"":""阿睿我也是喝了一杯现在没睡着05-14河南赞1无聊猫yu（已称霸广东深圳佛山都有票版）我独揽两杯05-14广东赞回复""},{""revie"":""卡坦精_🌼喝了茶，眼睛瞪得像铜铃。05-14广东2回复""},{""revie"":""平逢越躺越清醒05-14山东赞回复""},{""revie"":""奶茶是只喵🐱11105-14广东赞回复""},{""revie"":""LE SILENCE DE LA MER105-14浙江赞回复""},{""revie"":""奶茶不放糖05-14河北赞回复""},{""revie"":""lyzzz我也05-14广东赞回复""},{""revie"":""奇妙能力05-14广东赞回复""}]","2","Lunar"
"1749106906-29","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","喜茶新品感受！喝一次就够了！","https://sns-webpic-qc.xhscdn.com/202506051459/0b1ff262b5832631b027ae089dc8f24b/notes_pre_post/1040g3k031hlujn2uji5g5pqp71m210p1pfci63g!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/682b49e40000000021008168?xsec_token=ABnkgnqBpMY0RiYWKBsJbeXXHBW0S74ZwMxCESFvyjEsI=&xsec_source=","江边里·芝芝柑普‖热‖少甜‖咖啡因：黄灯
	
我本人是很爱喝柑普茶的。所以之前的霸王茶姬那款金乌扶摇热饮还挺好喝。所以这次我也选择了热的。
	
奶盖是分开装的，先喝茶底，我感觉甜了点。加入奶盖后，就会变得有点甜又有点咸。热的会腻。
	
其实这种茶最特点的就是柑皮的果香，感觉没突出到，可能是我点的太甜了。感觉还行。
	
芝士咸酪藏茶‖冰‖少甜‖青稞蛋酥（是没有青稞的）‖咖啡因：红灯
	
蛋酥是类似于炒米的味道。饮品分层很漂亮，底下的咸芝士我喜欢，茶底是有点苦味，搅拌后就刚刚好。（对了，给的吸管是三品管，吸不到蛋酥，嘻嘻😬）
	
虽然名字是咸酪，但是不会有太重的咸味。整体味道淡淡的。
	
今天一人喝了两杯，咖啡因重重的，应该不会有事吧！不过为啥现在都不标咖啡因了。
这两品喝一次就好，我的感觉一般般。
#喜茶 #喜茶新品 #江边里芝芝柑普 #喜茶芝士咸酪藏茶","[]","5","辣鸡封我"
"1749106920-30","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","","https://sns-webpic-qc.xhscdn.com/202506051459/ec9aba384e908e8c3900fca91846efa9/1040g00831i4pc580ne6g4a45emqqeug9093118g!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/683a7f8c0000000012002175?xsec_token=ABHmi4tAbuWZ4QYnD5r6TLFpc6Gj6XI2dMFLcDT_GHGAE=&xsec_source=","很喜欢霸王茶姬地金乌扶摇，可惜现在下架了，想着都是小青柑，便试试喜茶的芝芝柑普，很奇怪的味道（以后再也不会喝了）","[]","赞","momoka"
"1749106933-31","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","全国柑普茶脑袋的福音！！！","https://sns-webpic-qc.xhscdn.com/202506051459/386d2e510169202406d8b879701542fd/1040g00831hdpojr1j4004aanfkj1scicd7kgp3g!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/6822efe50000000023015495?xsec_token=AB6yjUnyT_glcMEMXXzYp49ISB18rcL0aMiyK35wellc0=&xsec_source=","喜茶终于将芝芝柑普全国上线了，5月13日门店自提买一送一🔥
✅推荐少冰 少少甜 多云顶 撒陈皮粉
相信我，你会爱上独属于广东的这一抹茶味🍵！！
#心头好美食拯救计划 #喜茶 #喜茶新品 #芝芝柑普茶 #柑普茶 #小青柑 #买一送一 #地球村食评人大赛 @吃货薯","[]","4","小兜yy_"
"1749106954-32","https://www.xiaohongshu.com/search_result?keyword=%25E5%2596%259C%25E8%258C%25B6%25E8%258A%259D%25E8%258A%259D%25E6%259F%2591%25E6%2599%25AE&source=web_search_result_notes","芝芝柑普很难喝?","https://sns-webpic-qc.xhscdn.com/202506051459/e71e5dec16e142e181bddb4af84c8a9f/1040g2sg31hgco9ffkqkg5o1rdq0gbo6tuma7r18!nc_n_webp_mw_1","","https://www.xiaohongshu.com/search_result/6825959f0000000022036cdd?xsec_token=ABkRx9JAsSVL0Hs_B-4zFwcjxZDtNxjlrjpc2_rU7jkkc=&xsec_source=","明明是仙品
	
#喜茶 #芝芝柑普","[{""revie"":""kk不难喝，但是像生啃橘子皮和茶叶。05-15上海赞3s***y 💎💎💎作者我觉得挺清爽的，可能我是广东胃05-15福建赞回复展开 2 条回复""},{""revie"":""小红薯12138鸭啥！05-15福建赞1s***y 💎💎💎作者快去喝 喜茶江门限定版05-15福建赞回复""},{""revie"":""拉尼亚凯亚我感觉很好喝05-15福建赞回复""},{""revie"":""栗子泥饼饼🍒好难喝像凉茶05-15广东赞回复""},{""revie"":""Yukishfij真的很好喝05-15湖南赞回复""},{""revie"":""小梁发大财超好喝05-15广东赞回复""}]","1","s***y 💎💎💎"
